    um         	nN
1.661652e+000	-6.661887e+000
1.661649e+000	-6.651419e+000
1.660646e+000	-6.662503e+000
1.659844e+000	-6.669278e+000
1.658755e+000	-6.682209e+000
1.657437e+000	-6.700068e+000
1.655205e+000	-6.737633e+000
1.654231e+000	-6.748102e+000
1.654343e+000	-6.735170e+000
1.654312e+000	-6.725317e+000
1.654481e+000	-6.711153e+000
1.654765e+000	-6.694526e+000
1.654963e+000	-6.679746e+000
1.655275e+000	-6.662503e+000
1.655130e+000	-6.655114e+000
1.653956e+000	-6.669893e+000
1.652695e+000	-6.686520e+000
1.651292e+000	-6.706226e+000
1.650718e+000	-6.708074e+000
1.650087e+000	-6.711153e+000
1.649484e+000	-6.713616e+000
1.648910e+000	-6.715464e+000
1.648307e+000	-6.717927e+000
1.647876e+000	-6.716695e+000
1.647388e+000	-6.716695e+000
1.647357e+000	-6.706842e+000
1.647326e+000	-6.696989e+000
1.646667e+000	-6.700684e+000
1.647351e+000	-6.675436e+000
1.647949e+000	-6.652034e+000
1.646546e+000	-6.671740e+000
1.645686e+000	-6.679746e+000
1.644683e+000	-6.690831e+000
1.642822e+000	-6.720390e+000
1.641733e+000	-6.733322e+000
1.641073e+000	-6.737017e+000
1.641043e+000	-6.727164e+000
1.640669e+000	-6.724701e+000
1.640724e+000	-6.713000e+000
1.641322e+000	-6.689600e+000
1.641977e+000	-6.664967e+000
1.642433e+000	-6.644645e+000
1.642230e+000	-6.638487e+000
1.641170e+000	-6.650803e+000
1.640196e+000	-6.661272e+000
1.638564e+000	-6.685904e+000
1.636217e+000	-6.725932e+000
1.634270e+000	-6.757339e+000
1.633611e+000	-6.761034e+000
1.633637e+000	-6.749949e+000
1.633463e+000	-6.743175e+000
1.634633e+000	-6.707458e+000
1.636461e+000	-6.657577e+000
1.636973e+000	-6.636023e+000
1.636771e+000	-6.629865e+000
1.635883e+000	-6.638487e+000
1.634336e+000	-6.661272e+000
1.631532e+000	-6.711153e+000
1.629643e+000	-6.741328e+000
1.628268e+000	-6.760418e+000
1.627036e+000	-6.776429e+000
1.627063e+000	-6.765345e+000
1.627461e+000	-6.746254e+000
1.628059e+000	-6.722853e+000
1.629401e+000	-6.683441e+000
1.629970e+000	-6.660656e+000
1.629568e+000	-6.658809e+000
1.629080e+000	-6.658809e+000
1.628477e+000	-6.661272e+000
1.626988e+000	-6.682825e+000
1.624698e+000	-6.721622e+000
1.623123e+000	-6.745023e+000
1.622549e+000	-6.746870e+000
1.622175e+000	-6.744407e+000
1.622631e+000	-6.724085e+000
1.622829e+000	-6.709306e+000
1.622912e+000	-6.696989e+000
1.622796e+000	-6.688984e+000
1.622307e+000	-6.688984e+000
1.621590e+000	-6.693910e+000
1.620845e+000	-6.699453e+000
1.620242e+000	-6.701915e+000
1.619668e+000	-6.703763e+000
1.619494e+000	-6.696989e+000
1.619235e+000	-6.692062e+000
1.617403e+000	-6.721006e+000
1.615828e+000	-6.744407e+000
1.615711e+000	-6.736401e+000
1.615766e+000	-6.724701e+000
1.615592e+000	-6.717927e+000
1.615304e+000	-6.713616e+000
1.614930e+000	-6.711153e+000
1.614614e+000	-6.707458e+000
1.614268e+000	-6.704379e+000
1.614523e+000	-6.688368e+000
1.615293e+000	-6.661272e+000
1.614662e+000	-6.664351e+000
1.613773e+000	-6.672972e+000
1.612427e+000	-6.691447e+000
1.611339e+000	-6.704379e+000
1.609878e+000	-6.725317e+000
1.608818e+000	-6.737633e+000
1.608701e+000	-6.729628e+000
1.608185e+000	-6.730243e+000
1.607925e+000	-6.725317e+000
1.608237e+000	-6.708074e+000
1.609293e+000	-6.674820e+000
1.609948e+000	-6.650187e+000
1.609632e+000	-6.646492e+000
1.608657e+000	-6.656961e+000
1.607454e+000	-6.672356e+000
1.606594e+000	-6.680362e+000
1.604791e+000	-6.708690e+000
1.603044e+000	-6.735785e+000
1.602613e+000	-6.734554e+000
