    um         	nN
1.777083e-001	-5.917983e+000
1.792545e-001	-5.895198e+000
1.784561e-001	-5.922910e+000
1.793733e-001	-5.913672e+000
1.782604e-001	-5.948158e+000
1.793491e-001	-5.935226e+000
1.797802e-001	-5.936458e+000
1.817267e-001	-5.905051e+000
1.804423e-001	-5.943231e+000
1.807304e-001	-5.947542e+000
1.814474e-001	-5.942616e+000
1.830794e-001	-5.917983e+000
1.816234e-001	-5.959858e+000
1.842847e-001	-5.913057e+000
1.821139e-001	-5.970327e+000
1.855187e-001	-5.907514e+000
1.835480e-001	-5.960474e+000
1.851514e-001	-5.936458e+000
1.850106e-001	-5.950005e+000
1.857848e-001	-5.943847e+000
1.857012e-001	-5.956164e+000
1.871903e-001	-5.934610e+000
1.892226e-001	-5.901356e+000
1.882812e-001	-5.932147e+000
1.883406e-001	-5.941384e+000
1.895723e-001	-5.925373e+000
1.900606e-001	-5.925373e+000
1.905489e-001	-5.925373e+000
1.912373e-001	-5.921062e+000
1.914111e-001	-5.927836e+000
1.916992e-001	-5.932147e+000
1.919587e-001	-5.937073e+000
1.930761e-001	-5.923525e+000
1.929639e-001	-5.936458e+000
1.941098e-001	-5.922294e+000
1.928826e-001	-5.959242e+000
1.947147e-001	-5.930299e+000
1.940879e-001	-5.954316e+000
1.950336e-001	-5.944463e+000
1.952932e-001	-5.949389e+000
1.956671e-001	-5.951853e+000
1.960124e-001	-5.954932e+000
1.965865e-001	-5.953085e+000
1.958453e-001	-5.979564e+000
1.969340e-001	-5.966633e+000
1.977368e-001	-5.959858e+000
1.981393e-001	-5.961706e+000
1.990565e-001	-5.952469e+000
1.991445e-001	-5.961090e+000
1.993183e-001	-5.967864e+000
1.998923e-001	-5.966017e+000
2.000089e-001	-5.974022e+000
1.992391e-001	-6.001118e+000
2.018146e-001	-5.956164e+000
2.021886e-001	-5.958627e+000
2.022194e-001	-5.968480e+000
2.024217e-001	-5.974638e+000
2.037964e-001	-5.955548e+000
2.035413e-001	-5.971559e+000
2.031431e-001	-5.990649e+000
2.050325e-001	-5.960474e+000
2.044629e-001	-5.983259e+000
2.056945e-001	-5.967248e+000
2.068977e-001	-5.951853e+000
2.091015e-001	-5.914904e+000
2.084461e-001	-5.939536e+000
2.086770e-001	-5.945079e+000
2.097372e-001	-5.932763e+000
2.105114e-001	-5.926605e+000
2.114571e-001	-5.916752e+000
2.107160e-001	-5.943231e+000
2.139205e-001	-5.884729e+000
2.107204e-001	-5.964169e+000
2.147542e-001	-5.887808e+000
2.127549e-001	-5.941384e+000
2.145870e-001	-5.912441e+000
2.132739e-001	-5.951237e+000
2.153920e-001	-5.916136e+000
2.147938e-001	-5.939536e+000
2.158539e-001	-5.927220e+000
2.161135e-001	-5.932147e+000
2.164302e-001	-5.935842e+000
2.169185e-001	-5.935842e+000
