    um         	pN
1.542226e-001	-4.728281e+002
1.542776e-001	-4.745548e+002
1.552804e-001	-4.725043e+002
1.553760e-001	-4.740692e+002
1.558914e-001	-4.739613e+002
1.561495e-001	-4.748786e+002
1.565972e-001	-4.750405e+002
1.573292e-001	-4.740692e+002
1.573029e-001	-4.761198e+002
1.576287e-001	-4.767673e+002
1.586180e-001	-4.747707e+002
1.585917e-001	-4.768213e+002
1.600685e-001	-4.728820e+002
1.598120e-001	-4.758500e+002
1.604357e-001	-4.753103e+002
1.609782e-001	-4.750945e+002
1.627393e-001	-4.700219e+002
1.631328e-001	-4.703997e+002
1.632148e-001	-4.720186e+002
1.639875e-001	-4.708853e+002
1.632977e-001	-4.755802e+002
1.651807e-001	-4.700219e+002
1.652086e-001	-4.718567e+002
1.658864e-001	-4.711012e+002
1.658737e-001	-4.730978e+002
1.658339e-001	-4.752024e+002
1.664576e-001	-4.746628e+002
1.671896e-001	-4.736914e+002
1.679487e-001	-4.726122e+002
1.684912e-001	-4.723963e+002
1.687628e-001	-4.732598e+002
1.690074e-001	-4.742311e+002
1.694415e-001	-4.744469e+002
1.701735e-001	-4.734756e+002
1.712440e-001	-4.711552e+002
1.715292e-001	-4.719646e+002
1.720581e-001	-4.718027e+002
1.729255e-001	-4.702917e+002
1.727503e-001	-4.729360e+002
1.739292e-001	-4.701838e+002
1.734561e-001	-4.740152e+002
1.746079e-001	-4.713710e+002
1.741754e-001	-4.750405e+002
1.752324e-001	-4.727740e+002
1.747999e-001	-4.764436e+002
1.759246e-001	-4.739073e+002
1.765483e-001	-4.733677e+002
1.770366e-001	-4.733677e+002
1.772541e-001	-4.744469e+002
1.783517e-001	-4.720186e+002
1.777026e-001	-4.765515e+002
1.792199e-001	-4.724503e+002
1.789906e-001	-4.753103e+002
1.793570e-001	-4.757960e+002
1.800484e-001	-4.749866e+002
1.803742e-001	-4.756341e+002
1.812010e-001	-4.742851e+002
1.808498e-001	-4.776308e+002
1.818255e-001	-4.756881e+002
1.813118e-001	-4.796814e+002
1.820438e-001	-4.787101e+002
1.826539e-001	-4.782244e+002
1.831016e-001	-4.783863e+002
1.826421e-001	-4.821637e+002
1.843219e-001	-4.774149e+002
1.845800e-001	-4.783323e+002
1.853526e-001	-4.771991e+002
1.858138e-001	-4.773070e+002
1.860042e-001	-4.784942e+002
1.864113e-001	-4.788180e+002
1.867506e-001	-4.794116e+002
1.872660e-001	-4.793037e+002
1.873345e-001	-4.809765e+002
1.877145e-001	-4.814082e+002
1.886767e-001	-4.795195e+002
1.890431e-001	-4.800051e+002
1.897345e-001	-4.791957e+002
1.889500e-001	-4.842683e+002
1.894789e-001	-4.841064e+002
1.902380e-001	-4.830271e+002
1.906450e-001	-4.833509e+002
1.909979e-001	-4.838905e+002
1.909987e-001	-4.858332e+002
1.911214e-001	-4.872903e+002
1.913660e-001	-4.882616e+002
1.924636e-001	-4.858332e+002
1.921395e-001	-4.890711e+002
1.928850e-001	-4.880457e+002
1.924119e-001	-4.918772e+002
1.931575e-001	-4.908519e+002
1.930094e-001	-4.933881e+002
1.937279e-001	-4.924707e+002
1.941620e-001	-4.926866e+002
1.950565e-001	-4.910677e+002
1.947053e-001	-4.944134e+002
1.957758e-001	-4.920930e+002
1.956006e-001	-4.947372e+002
1.961701e-001	-4.944134e+002
1.964418e-001	-4.952768e+002
1.971061e-001	-4.945753e+002
1.979735e-001	-4.930643e+002
1.974598e-001	-4.970576e+002
1.989500e-001	-4.930643e+002
1.986259e-001	-4.963022e+002
1.993444e-001	-4.953848e+002
1.989661e-001	-4.988384e+002
1.998741e-001	-4.971656e+002
1.992656e-001	-5.015366e+002
2.003497e-001	-4.991622e+002
2.002964e-001	-5.013208e+002
2.009336e-001	-5.007271e+002
2.019635e-001	-4.985686e+002
2.014498e-001	-5.025619e+002
2.021683e-001	-5.016445e+002
2.022774e-001	-5.031555e+002
2.026709e-001	-5.035333e+002
2.030915e-001	-5.038031e+002
2.034579e-001	-5.042887e+002
2.037702e-001	-5.049903e+002
2.044751e-001	-5.041269e+002
2.043947e-001	-5.063933e+002
2.053705e-001	-5.044506e+002
2.055473e-001	-5.056918e+002
2.062793e-001	-5.047204e+002
2.062260e-001	-5.068790e+002
2.069038e-001	-5.061235e+002
2.072703e-001	-5.066091e+002
2.076231e-001	-5.071488e+002
2.078136e-001	-5.083360e+002
2.087487e-001	-5.065552e+002
2.090880e-001	-5.071488e+002
2.095898e-001	-5.070949e+002
2.093740e-001	-5.099010e+002
2.106883e-001	-5.066091e+002
2.105266e-001	-5.091994e+002
2.117461e-001	-5.062854e+002
2.127489e-001	-5.042348e+002
2.134809e-001	-5.032634e+002
2.144296e-001	-5.014287e+002
2.146877e-001	-5.023461e+002
2.147291e-001	-5.041269e+002
2.149466e-001	-5.052061e+002
2.159088e-001	-5.033174e+002
2.156794e-001	-5.061775e+002
2.175217e-001	-5.007811e+002
2.176580e-001	-5.021842e+002
2.189316e-001	-4.990543e+002
2.194064e-001	-4.991083e+002
2.203144e-001	-4.974354e+002
2.200580e-001	-5.004034e+002
2.212774e-001	-4.974893e+002
2.213324e-001	-4.992162e+002
2.223623e-001	-4.970576e+002
2.214018e-001	-5.028317e+002
2.230139e-001	-4.983527e+002
2.227981e-001	-5.011588e+002
2.241259e-001	-4.978131e+002
2.256568e-001	-4.936579e+002
2.269169e-001	-4.905820e+002
2.277843e-001	-4.890711e+002
2.272977e-001	-4.929564e+002
2.279755e-001	-4.922009e+002
2.272452e-001	-4.970576e+002
2.283563e-001	-4.945753e+002
2.283165e-001	-4.966799e+002
2.298068e-001	-4.926866e+002
2.294556e-001	-4.960323e+002
2.304990e-001	-4.938198e+002
2.300530e-001	-4.975433e+002
2.317058e-001	-4.929024e+002
2.316795e-001	-4.949531e+002
2.326688e-001	-4.929564e+002
2.322092e-001	-4.967339e+002
2.341463e-001	-4.909598e+002
2.331181e-001	-4.970037e+002
2.347709e-001	-4.923628e+002
2.346363e-001	-4.948451e+002
2.350569e-001	-4.951149e+002
2.354910e-001	-4.953308e+002
2.364532e-001	-4.934421e+002
2.369821e-001	-4.932802e+002
2.372537e-001	-4.941436e+002
2.373358e-001	-4.957625e+002
2.381626e-001	-4.944134e+002
2.382989e-001	-4.958165e+002
2.390850e-001	-4.946293e+002
2.396546e-001	-4.943055e+002
2.399804e-001	-4.949531e+002
2.409290e-001	-4.931183e+002
2.407809e-001	-4.956546e+002
2.424878e-001	-4.907978e+002
2.434635e-001	-4.888552e+002
2.449809e-001	-4.847540e+002
2.446432e-001	-4.880457e+002
2.445357e-001	-4.904201e+002
2.456875e-001	-4.877759e+002
2.460268e-001	-4.883695e+002
2.464880e-001	-4.884774e+002
2.470982e-001	-4.879918e+002
2.480604e-001	-4.861030e+002
2.486570e-001	-4.856713e+002
2.497410e-001	-4.832970e+002
2.501210e-001	-4.837287e+002
2.515030e-001	-4.801671e+002
2.514361e-001	-4.823796e+002
2.519921e-001	-4.821097e+002
2.514784e-001	-4.861030e+002
2.526166e-001	-4.835128e+002
2.523060e-001	-4.866966e+002
2.539994e-001	-4.818939e+002
2.535128e-001	-4.857793e+002
2.548947e-001	-4.822177e+002
2.545435e-001	-4.855634e+002
2.547745e-001	-4.865887e+002
2.553982e-001	-4.860491e+002
2.554803e-001	-4.876680e+002
2.561852e-001	-4.868046e+002
2.560100e-001	-4.894488e+002
2.566608e-001	-4.888012e+002
2.567835e-001	-4.902582e+002
2.573936e-001	-4.897726e+002
2.577871e-001	-4.901503e+002
2.580994e-001	-4.908519e+002
2.583169e-001	-4.919311e+002
2.593332e-001	-4.898265e+002
2.586435e-001	-4.945214e+002
2.601202e-001	-4.905820e+002
2.597013e-001	-4.941976e+002
2.607312e-001	-4.920390e+002
2.603529e-001	-4.954927e+002
2.615047e-001	-4.928485e+002
2.617492e-001	-4.938198e+002
2.619803e-001	-4.948451e+002
2.620894e-001	-4.963561e+002
2.625912e-001	-4.963022e+002
2.631337e-001	-4.960863e+002
2.632022e-001	-4.977592e+002
2.637718e-001	-4.974354e+002
2.635830e-001	-5.001335e+002
2.639765e-001	-5.005113e+002
2.649252e-001	-4.986765e+002
2.651156e-001	-4.998637e+002
2.656445e-001	-4.997018e+002
2.662952e-001	-4.990543e+002
2.661742e-001	-5.014826e+002
2.665136e-001	-5.020762e+002
2.668664e-001	-5.026159e+002
2.676391e-001	-5.014826e+002
2.680191e-001	-5.019143e+002
2.675866e-001	-5.055839e+002
2.686977e-001	-5.031016e+002
2.684955e-001	-5.058537e+002
2.695524e-001	-5.035872e+002
2.696345e-001	-5.052061e+002
2.697572e-001	-5.066632e+002
2.707330e-001	-5.047204e+002
2.704901e-001	-5.076345e+002
2.721699e-001	-5.028857e+002
2.727665e-001	-5.024540e+002
2.744192e-001	-4.978131e+002
2.747044e-001	-4.986226e+002
2.753823e-001	-4.978671e+002
2.757081e-001	-4.985147e+002
2.765213e-001	-4.972195e+002
2.766305e-001	-4.987305e+002
2.774031e-001	-4.975972e+002
2.777695e-001	-4.980830e+002
2.776756e-001	-5.004034e+002
2.782722e-001	-4.999717e+002
2.783272e-001	-5.016985e+002
2.788019e-001	-5.017525e+002
2.797100e-001	-5.000796e+002
2.795754e-001	-5.025619e+002
2.803751e-001	-5.013208e+002
2.809311e-001	-5.010509e+002
2.804851e-001	-5.047744e+002
2.817316e-001	-5.017525e+002
2.815429e-001	-5.044506e+002
2.832092e-001	-4.997558e+002
2.823570e-001	-5.050982e+002
2.832786e-001	-5.033713e+002
2.832659e-001	-5.053680e+002
2.840250e-001	-5.042887e+002
2.848924e-001	-5.027778e+002
2.850286e-001	-5.041808e+002
2.858283e-001	-5.029396e+002
2.859239e-001	-5.045046e+002
2.859925e-001	-5.061775e+002
2.867651e-001	-5.050442e+002
2.871586e-001	-5.054220e+002
2.880937e-001	-5.036412e+002
2.884737e-001	-5.040729e+002
2.893275e-001	-5.026159e+002
2.901273e-001	-5.013747e+002
2.905749e-001	-5.015366e+002
2.908466e-001	-5.024000e+002
2.915515e-001	-5.015366e+002
2.920669e-001	-5.014287e+002
2.925281e-001	-5.015366e+002
2.925695e-001	-5.033174e+002
2.931391e-001	-5.029936e+002
2.936138e-001	-5.030476e+002
2.943864e-001	-5.019143e+002
2.946716e-001	-5.027238e+002
2.954036e-001	-5.017525e+002
2.955534e-001	-5.031016e+002
2.967322e-001	-5.003494e+002
2.974507e-001	-4.994321e+002
2.978442e-001	-4.998097e+002
2.985762e-001	-4.988384e+002
3.017726e-001	-4.880457e+002
3.037503e-001	-4.821097e+002
3.037105e-001	-4.842143e+002
3.043071e-001	-4.837826e+002
3.049037e-001	-4.833509e+002
3.051212e-001	-4.844302e+002
3.056095e-001	-4.844302e+002
3.060165e-001	-4.847540e+002
3.065454e-001	-4.845921e+002
3.067900e-001	-4.855634e+002
3.079011e-001	-4.830811e+002
3.070896e-001	-4.882616e+002
3.080111e-001	-4.865348e+002
3.089056e-001	-4.849158e+002
3.092991e-001	-4.852936e+002
3.105050e-001	-4.824335e+002
3.113183e-001	-4.811384e+002
3.123617e-001	-4.789259e+002
3.132291e-001	-4.774149e+002
3.132977e-001	-4.790878e+002
3.144630e-001	-4.763896e+002
3.146398e-001	-4.776308e+002
3.151416e-001	-4.775768e+002
3.152914e-001	-4.789259e+002
3.162130e-001	-4.771991e+002
3.165117e-001	-4.779546e+002
3.173385e-001	-4.766055e+002
3.180841e-001	-4.755802e+002
3.179901e-001	-4.779006e+002
3.184649e-001	-4.779546e+002
3.186011e-001	-4.793576e+002
3.189946e-001	-4.797354e+002
3.188600e-001	-4.822177e+002
3.208513e-001	-4.762277e+002
3.207709e-001	-4.784942e+002
3.220987e-001	-4.751485e+002
3.220453e-001	-4.773070e+002
3.219514e-001	-4.796274e+002
3.231438e-001	-4.768213e+002
3.228738e-001	-4.798433e+002
3.243235e-001	-4.760119e+002
3.240670e-001	-4.789799e+002
3.250834e-001	-4.768753e+002
3.254498e-001	-4.773610e+002
3.258162e-001	-4.778467e+002
3.275908e-001	-4.727201e+002
3.268470e-001	-4.776308e+002
3.275925e-001	-4.766055e+002
3.276340e-001	-4.783863e+002
3.283524e-001	-4.774689e+002
3.285022e-001	-4.788180e+002
3.292477e-001	-4.777927e+002
3.302235e-001	-4.758500e+002
3.298046e-001	-4.794655e+002
3.307668e-001	-4.775768e+002
3.312686e-001	-4.775229e+002
3.307007e-001	-4.817320e+002
3.323264e-001	-4.771991e+002
3.319887e-001	-4.804909e+002
3.335332e-001	-4.762817e+002
3.335475e-001	-4.781704e+002
3.344420e-001	-4.765515e+002
3.344835e-001	-4.783323e+002
3.347687e-001	-4.791418e+002
3.351080e-001	-4.797354e+002
3.359890e-001	-4.781704e+002
3.358815e-001	-4.805448e+002
3.370468e-001	-4.778467e+002
3.365737e-001	-4.816780e+002
3.381452e-001	-4.773610e+002
3.374690e-001	-4.820018e+002
3.388645e-001	-4.783863e+002
3.388789e-001	-4.802750e+002
3.390557e-001	-4.815162e+002
3.392191e-001	-4.828113e+002
3.402490e-001	-4.806527e+002
3.405883e-001	-4.812463e+002
3.413068e-001	-4.803289e+002
3.414565e-001	-4.816780e+002
3.425812e-001	-4.791418e+002
3.424873e-001	-4.814622e+002
3.435578e-001	-4.791418e+002
3.464969e-001	-4.693744e+002
3.487589e-001	-4.623051e+002
3.485567e-001	-4.650573e+002
3.498168e-001	-4.619814e+002
3.498311e-001	-4.638701e+002
3.504954e-001	-4.631686e+002
3.507942e-001	-4.639241e+002
3.513772e-001	-4.635463e+002
3.521498e-001	-4.624131e+002
3.521507e-001	-4.643558e+002
3.525171e-001	-4.648414e+002
3.524909e-001	-4.668920e+002
3.539405e-001	-4.630606e+002
3.554849e-001	-4.588515e+002
3.552556e-001	-4.617116e+002
3.561095e-001	-4.602545e+002
3.561238e-001	-4.621433e+002
3.565850e-001	-4.622512e+002
3.579264e-001	-4.588515e+002
3.577918e-001	-4.613338e+002
3.585373e-001	-4.603085e+002
3.584434e-001	-4.626289e+002
3.593244e-001	-4.610640e+002
3.598397e-001	-4.609561e+002
3.599083e-001	-4.626289e+002
3.605049e-001	-4.621972e+002
3.612233e-001	-4.612798e+002
3.615356e-001	-4.619814e+002
3.616718e-001	-4.633844e+002
3.622955e-001	-4.628448e+002
3.633796e-001	-4.604704e+002
3.636783e-001	-4.612259e+002
3.644103e-001	-4.602545e+002
3.652913e-001	-4.586896e+002
3.655087e-001	-4.597689e+002
3.660783e-001	-4.594451e+002
3.658625e-001	-4.622512e+002
3.668924e-001	-4.600927e+002
3.669473e-001	-4.618195e+002
3.673544e-001	-4.621433e+002
3.681676e-001	-4.608481e+002
3.683986e-001	-4.618735e+002
3.686703e-001	-4.627368e+002
3.691180e-001	-4.628987e+002
3.698635e-001	-4.618735e+002
3.698508e-001	-4.638701e+002
3.701902e-001	-4.644637e+002
3.710711e-001	-4.628987e+002
3.715052e-001	-4.631146e+002
3.720206e-001	-4.630067e+002
3.722652e-001	-4.639780e+002
3.725774e-001	-4.646795e+002
3.732417e-001	-4.639780e+002
3.735134e-001	-4.648414e+002
3.739746e-001	-4.649494e+002
3.748284e-001	-4.634924e+002
3.750188e-001	-4.646795e+002
3.755342e-001	-4.645716e+002
3.762121e-001	-4.638161e+002
3.762535e-001	-4.655969e+002
3.775948e-001	-4.621972e+002
3.772978e-001	-4.653271e+002
3.784089e-001	-4.628448e+002
3.774619e-001	-4.685649e+002
3.794938e-001	-4.624131e+002
3.786822e-001	-4.675936e+002
3.790893e-001	-4.679174e+002
3.798484e-001	-4.668381e+002
3.812709e-001	-4.631146e+002
3.807166e-001	-4.672698e+002
3.821392e-001	-4.635463e+002
3.815984e-001	-4.676475e+002
3.825741e-001	-4.657049e+002
3.834145e-001	-4.643018e+002
3.836861e-001	-4.651652e+002
3.843233e-001	-4.645716e+002
3.839315e-001	-4.680792e+002
3.853135e-001	-4.645176e+002
3.851518e-001	-4.671079e+002
3.852880e-001	-4.685110e+002
3.868866e-001	-4.640859e+002
3.870635e-001	-4.653271e+002
3.880257e-001	-4.634384e+002
3.871328e-001	-4.689427e+002
3.878513e-001	-4.680253e+002
3.889625e-001	-4.655430e+002
3.884217e-001	-4.696442e+002
3.895057e-001	-4.672698e+002
3.887754e-001	-4.721265e+002
3.904958e-001	-4.672158e+002
3.907810e-001	-4.680253e+002
3.917974e-001	-4.659207e+002
3.919743e-001	-4.671619e+002
3.922324e-001	-4.680792e+002
3.929914e-001	-4.670000e+002
3.931141e-001	-4.684570e+002
3.937920e-001	-4.677015e+002
3.944834e-001	-4.668920e+002
3.943759e-001	-4.692665e+002
3.953652e-001	-4.672698e+002
3.953795e-001	-4.691585e+002
3.959220e-001	-4.689427e+002
3.965998e-001	-4.681872e+002
3.970610e-001	-4.682951e+002
3.973733e-001	-4.689966e+002
3.977803e-001	-4.693204e+002
3.995549e-001	-4.641939e+002
4.008557e-001	-4.609561e+002
4.024001e-001	-4.567469e+002
4.013989e-001	-4.626829e+002
4.021445e-001	-4.616576e+002
4.026599e-001	-4.615497e+002
4.032294e-001	-4.612259e+002
4.041916e-001	-4.593372e+002
4.042195e-001	-4.611719e+002
4.046807e-001	-4.612798e+002
4.042347e-001	-4.650033e+002
4.057927e-001	-4.607402e+002
4.058341e-001	-4.625210e+002
4.066609e-001	-4.611719e+002
4.067836e-001	-4.626289e+002
4.070823e-001	-4.633844e+002
4.073946e-001	-4.640859e+002
4.084651e-001	-4.617655e+002
4.093325e-001	-4.602545e+002
4.097125e-001	-4.606862e+002
4.101466e-001	-4.609021e+002
4.106620e-001	-4.607942e+002
4.110149e-001	-4.613338e+002
4.117063e-001	-4.605244e+002
4.118967e-001	-4.617116e+002
4.125610e-001	-4.610100e+002
4.128732e-001	-4.617116e+002
4.136323e-001	-4.606323e+002
4.138904e-001	-4.615497e+002
4.145953e-001	-4.606862e+002
4.150565e-001	-4.607942e+002
4.161135e-001	-4.585277e+002
4.161279e-001	-4.604164e+002
4.170630e-001	-4.586356e+002
4.169013e-001	-4.612259e+002
4.170105e-001	-4.627368e+002
4.179863e-001	-4.607942e+002
4.172559e-001	-4.656509e+002
4.193555e-001	-4.592292e+002
4.186793e-001	-4.638701e+002
4.197092e-001	-4.617116e+002
4.197506e-001	-4.634924e+002
4.209972e-001	-4.604704e+002
4.207408e-001	-4.634384e+002
4.216894e-001	-4.616036e+002
4.215413e-001	-4.641399e+002
4.225712e-001	-4.619814e+002
4.223283e-001	-4.648954e+002
4.235207e-001	-4.620893e+002
4.233861e-001	-4.645716e+002
4.236984e-001	-4.652732e+002
4.243898e-001	-4.644637e+002
4.253114e-001	-4.627368e+002
4.260569e-001	-4.617116e+002
4.265316e-001	-4.617655e+002
4.273178e-001	-4.605783e+002
4.270614e-001	-4.635463e+002
4.277799e-001	-4.626289e+002
4.280244e-001	-4.636003e+002
4.285533e-001	-4.634384e+002
4.290281e-001	-4.634924e+002
4.297736e-001	-4.624670e+002
4.294630e-001	-4.656509e+002
4.308314e-001	-4.621433e+002
4.300605e-001	-4.671619e+002
4.326881e-001	-4.586356e+002
4.318630e-001	-4.638701e+002
4.331908e-001	-4.605244e+002
4.366173e-001	-4.488143e+002
4.381211e-001	-4.447670e+002
4.383792e-001	-4.456844e+002
4.395716e-001	-4.428783e+002
4.395589e-001	-4.448749e+002
4.402909e-001	-4.439036e+002
4.411042e-001	-4.426085e+002
4.412946e-001	-4.437957e+002
4.416745e-001	-4.442274e+002
4.410390e-001	-4.487063e+002
4.428948e-001	-4.432560e+002
4.426519e-001	-4.461701e+002
4.440745e-001	-4.424466e+002
4.439805e-001	-4.447670e+002
4.445230e-001	-4.445512e+002
4.449707e-001	-4.447130e+002
4.459328e-001	-4.428243e+002
4.448775e-001	-4.489762e+002
4.466521e-001	-4.438497e+002
4.458406e-001	-4.490301e+002
4.482922e-001	-4.412054e+002
4.473181e-001	-4.470335e+002
4.479554e-001	-4.464399e+002
4.482812e-001	-4.470875e+002
4.488507e-001	-4.467637e+002
4.493119e-001	-4.468716e+002
4.500439e-001	-4.459003e+002
4.503833e-001	-4.464938e+002
4.511017e-001	-4.455765e+002
4.509942e-001	-4.479509e+002
4.522678e-001	-4.448210e+002
4.529728e-001	-4.439576e+002
4.529059e-001	-4.461701e+002
4.536108e-001	-4.453067e+002
4.536929e-001	-4.469256e+002
4.542760e-001	-4.465478e+002
4.540737e-001	-4.493000e+002
4.552796e-001	-4.464399e+002
4.551044e-001	-4.490841e+002
4.561208e-001	-4.469795e+002
4.561487e-001	-4.488143e+002
4.575036e-001	-4.453606e+002
4.577617e-001	-4.462780e+002
4.582500e-001	-4.462780e+002
4.575196e-001	-4.511347e+002
4.587120e-001	-4.483286e+002
4.591597e-001	-4.484905e+002
4.603114e-001	-4.458463e+002
4.608674e-001	-4.455765e+002
4.610849e-001	-4.466557e+002
4.613430e-001	-4.475731e+002
4.613303e-001	-4.495698e+002
4.626445e-001	-4.462780e+002
4.624287e-001	-4.490841e+002
4.636482e-001	-4.461701e+002
4.634730e-001	-4.488143e+002
4.646383e-001	-4.461161e+002
4.638132e-001	-4.513506e+002
4.660075e-001	-4.445512e+002
4.644783e-001	-4.525917e+002
4.668487e-001	-4.450908e+002
4.661183e-001	-4.499475e+002
4.679065e-001	-4.447670e+002
4.670949e-001	-4.499475e+002
4.684362e-001	-4.465478e+002
4.680038e-001	-4.502173e+002
4.702388e-001	-4.432560e+002
4.689533e-001	-4.503252e+002
4.706467e-001	-4.455225e+002
4.695372e-001	-4.518902e+002
4.709056e-001	-4.483826e+002
4.709606e-001	-4.501094e+002
4.713135e-001	-4.506490e+002
4.718424e-001	-4.504871e+002
4.721005e-001	-4.514045e+002
4.737397e-001	-4.468176e+002
4.733749e-001	-4.502173e+002
4.739715e-001	-4.497856e+002
4.737828e-001	-4.524838e+002
4.758282e-001	-4.462780e+002
4.748000e-001	-4.523219e+002
4.761413e-001	-4.489222e+002
4.756953e-001	-4.526457e+002
4.779303e-001	-4.456844e+002
4.764282e-001	-4.536170e+002
4.788798e-001	-4.457923e+002
4.785692e-001	-4.489762e+002
4.795991e-001	-4.468176e+002
4.795322e-001	-4.490301e+002
4.802642e-001	-4.480588e+002
4.802922e-001	-4.498935e+002
4.812137e-001	-4.481667e+002
4.811198e-001	-4.504871e+002
4.817299e-001	-4.500015e+002
4.824484e-001	-4.490841e+002
4.827336e-001	-4.498935e+002
4.837499e-001	-4.477890e+002
4.834529e-001	-4.509189e+002
4.851869e-001	-4.459542e+002
4.838201e-001	-4.533472e+002
4.855135e-001	-4.485445e+002
4.844853e-001	-4.545884e+002
4.859349e-001	-4.507570e+002
4.861388e-001	-4.518902e+002
4.877239e-001	-4.475192e+002
4.877383e-001	-4.494079e+002
4.887276e-001	-4.474112e+002
4.885118e-001	-4.502173e+002
4.894198e-001	-4.485445e+002
4.893935e-001	-4.505951e+002
4.898548e-001	-4.507030e+002
4.904107e-001	-4.504332e+002
4.908720e-001	-4.505411e+002
4.912790e-001	-4.508649e+002
4.911309e-001	-4.534012e+002
4.920796e-001	-4.515664e+002
4.912409e-001	-4.568548e+002
4.933269e-001	-4.504871e+002
4.934496e-001	-4.519441e+002
4.948586e-001	-4.482746e+002
4.944262e-001	-4.519441e+002
4.957675e-001	-4.485445e+002
4.949559e-001	-4.537249e+002
4.956879e-001	-4.527536e+002
4.959731e-001	-4.535631e+002
4.972603e-001	-4.503792e+002
4.963404e-001	-4.559914e+002
4.980879e-001	-4.509728e+002
4.978315e-001	-4.539408e+002
4.985770e-001	-4.529155e+002
4.987268e-001	-4.542646e+002
4.994859e-001	-4.531853e+002
5.005564e-001	-4.508649e+002
4.998125e-001	-4.557756e+002
5.018715e-001	-4.495158e+002
5.014390e-001	-4.531853e+002
5.018190e-001	-4.536170e+002
5.025781e-001	-4.525378e+002
5.030257e-001	-4.526997e+002
5.027287e-001	-4.558295e+002
5.035555e-001	-4.544805e+002
5.037594e-001	-4.556137e+002
5.052903e-001	-4.514585e+002
5.041538e-001	-4.579341e+002
5.060231e-001	-4.524298e+002
5.058615e-001	-4.550201e+002
5.069997e-001	-4.524298e+002
5.062964e-001	-4.571786e+002
5.075024e-001	-4.543186e+002
5.079636e-001	-4.544265e+002
5.087091e-001	-4.534012e+002
5.087641e-001	-4.551280e+002
5.097805e-001	-4.530234e+002
5.106208e-001	-4.516204e+002
5.105269e-001	-4.539408e+002
5.115297e-001	-4.518902e+002
5.119774e-001	-4.520521e+002
5.120865e-001	-4.535631e+002
5.120874e-001	-4.555057e+002
5.131579e-001	-4.531853e+002
5.132129e-001	-4.549122e+002
5.145812e-001	-4.514045e+002
5.144467e-001	-4.538868e+002
5.155036e-001	-4.516204e+002
5.146786e-001	-4.568548e+002
5.160334e-001	-4.534012e+002
5.163727e-001	-4.539948e+002
5.162246e-001	-4.565311e+002
5.171733e-001	-4.546963e+002
5.165107e-001	-4.592832e+002
5.179874e-001	-4.553439e+002
5.183944e-001	-4.556676e+002
5.192754e-001	-4.541027e+002
5.193439e-001	-4.557756e+002
5.196968e-001	-4.563152e+002
5.204153e-001	-4.553978e+002
5.202401e-001	-4.580420e+002
5.217980e-001	-4.537789e+002
5.222321e-001	-4.539948e+002
5.217997e-001	-4.576643e+002
5.228160e-001	-4.555597e+002
5.225461e-001	-4.585817e+002
5.241989e-001	-4.539408e+002
5.236581e-001	-4.580420e+002
5.249994e-001	-4.546423e+002
5.250408e-001	-4.564231e+002
5.262739e-001	-4.534551e+002
5.260310e-001	-4.563692e+002
5.266547e-001	-4.558295e+002
5.265607e-001	-4.581500e+002
5.272521e-001	-4.573405e+002
5.280382e-001	-4.561533e+002
5.288650e-001	-4.548042e+002
5.283785e-001	-4.586896e+002
5.287042e-001	-4.593372e+002
5.292196e-001	-4.592292e+002
5.300464e-001	-4.578802e+002
5.304128e-001	-4.583658e+002
5.302241e-001	-4.610640e+002
5.322966e-001	-4.547503e+002
5.313225e-001	-4.605783e+002
5.333273e-001	-4.545344e+002
5.320554e-001	-4.615497e+002
5.340602e-001	-4.555057e+002
5.327611e-001	-4.626289e+002
5.351180e-001	-4.551820e+002
5.367978e-001	-4.504332e+002
5.398588e-001	-4.401801e+002
5.389659e-001	-4.456844e+002
5.407541e-001	-4.405039e+002
5.404435e-001	-4.436878e+002
5.412974e-001	-4.422307e+002
5.414742e-001	-4.434719e+002
5.420979e-001	-4.429322e+002
5.424101e-001	-4.436338e+002
5.436432e-001	-4.406658e+002
5.432378e-001	-4.442274e+002
5.434147e-001	-4.454686e+002
5.453247e-001	-4.398024e+002
5.442423e-001	-4.460621e+002
5.461658e-001	-4.403420e+002
5.456792e-001	-4.442274e+002
5.469799e-001	-4.409896e+002
5.468725e-001	-4.433640e+002
5.481867e-001	-4.400722e+002
5.465221e-001	-4.486524e+002
5.484050e-001	-4.430941e+002
5.490016e-001	-4.426624e+002
5.497201e-001	-4.417451e+002
5.498428e-001	-4.432021e+002
5.507102e-001	-4.416911e+002
5.501830e-001	-4.457384e+002
5.516596e-001	-4.417990e+002
5.519042e-001	-4.427704e+002
5.525279e-001	-4.422307e+002
5.529079e-001	-4.426624e+002
5.529629e-001	-4.443893e+002
5.533293e-001	-4.448749e+002
5.530729e-001	-4.478429e+002
5.552807e-001	-4.409896e+002
5.548483e-001	-4.446591e+002
5.559594e-001	-4.421768e+002
5.562446e-001	-4.429862e+002
5.563267e-001	-4.446051e+002
5.566931e-001	-4.450908e+002
5.570054e-001	-4.457923e+002
5.578051e-001	-4.445512e+002
5.589704e-001	-4.418530e+002
5.579421e-001	-4.478969e+002
5.592293e-001	-4.447130e+002
5.600562e-001	-4.433640e+002
5.605580e-001	-4.433100e+002
5.603692e-001	-4.460082e+002
5.607085e-001	-4.466018e+002
5.620093e-001	-4.433640e+002
5.624840e-001	-4.434179e+002
5.625932e-001	-4.449289e+002
