    um         	nN
1.500201e+000	-2.619216e+000
1.499582e+000	-2.620629e+000
1.499656e+000	-2.614572e+000
1.499879e+000	-2.606898e+000
1.499391e+000	-2.606898e+000
1.498303e+000	-2.613360e+000
1.497290e+000	-2.619014e+000
1.496577e+000	-2.621437e+000
1.495321e+000	-2.629716e+000
1.494683e+000	-2.631332e+000
1.494101e+000	-2.632341e+000
1.493632e+000	-2.632140e+000
1.494099e+000	-2.621841e+000
1.494472e+000	-2.612552e+000
1.493927e+000	-2.613158e+000
1.493308e+000	-2.614572e+000
1.492857e+000	-2.614168e+000
1.491826e+000	-2.620024e+000
1.490588e+000	-2.628101e+000
1.490044e+000	-2.628707e+000
1.490248e+000	-2.621235e+000
1.490434e+000	-2.613966e+000
1.490339e+000	-2.609726e+000
1.490188e+000	-2.606091e+000
1.489925e+000	-2.603668e+000
1.488912e+000	-2.609322e+000
1.487731e+000	-2.616793e+000
1.486924e+000	-2.620226e+000
1.486361e+000	-2.621033e+000
1.485629e+000	-2.623659e+000
1.485141e+000	-2.623659e+000
1.484596e+000	-2.624264e+000
1.484277e+000	-2.622447e+000
1.483751e+000	-2.622851e+000
1.483338e+000	-2.622043e+000
1.483467e+000	-2.615379e+000
1.483372e+000	-2.611139e+000
1.483128e+000	-2.608514e+000
1.482265e+000	-2.612552e+000
1.481458e+000	-2.615985e+000
1.480820e+000	-2.617601e+000
1.479994e+000	-2.621235e+000
1.479019e+000	-2.626485e+000
1.478475e+000	-2.627091e+000
1.478136e+000	-2.625476e+000
1.478266e+000	-2.618812e+000
1.478489e+000	-2.611139e+000
1.478189e+000	-2.609120e+000
1.477719e+000	-2.608918e+000
1.477043e+000	-2.610937e+000
1.476049e+000	-2.616389e+000
1.475205e+000	-2.620226e+000
1.474867e+000	-2.618610e+000
1.474247e+000	-2.620024e+000
1.473347e+000	-2.624466e+000
1.473233e+000	-2.620428e+000
1.473120e+000	-2.616389e+000
1.472126e+000	-2.621841e+000
1.471563e+000	-2.622649e+000
1.471393e+000	-2.619216e+000
1.470998e+000	-2.618207e+000
1.470135e+000	-2.622245e+000
1.469328e+000	-2.625678e+000
1.469233e+000	-2.621437e+000
1.469270e+000	-2.615783e+000
1.468875e+000	-2.614774e+000
1.468087e+000	-2.618004e+000
1.467580e+000	-2.618207e+000
1.467485e+000	-2.613966e+000
1.467090e+000	-2.612956e+000
1.466340e+000	-2.615783e+000
1.465721e+000	-2.617197e+000
1.465101e+000	-2.618610e+000
1.464351e+000	-2.621437e+000
1.463769e+000	-2.622447e+000
1.463337e+000	-2.621841e+000
1.462961e+000	-2.620629e+000
1.462772e+000	-2.617399e+000
1.462808e+000	-2.611745e+000
1.462414e+000	-2.610735e+000
1.461794e+000	-2.612148e+000
1.460988e+000	-2.615581e+000
1.460200e+000	-2.618812e+000
1.459973e+000	-2.615985e+000
1.459560e+000	-2.615178e+000
1.459165e+000	-2.614168e+000
1.458546e+000	-2.615581e+000
1.458114e+000	-2.614976e+000
1.457850e+000	-2.612552e+000
1.456913e+000	-2.617399e+000
1.455919e+000	-2.622851e+000
1.455468e+000	-2.622447e+000
1.455148e+000	-2.620629e+000
1.455053e+000	-2.616389e+000
1.454996e+000	-2.611745e+000
1.454414e+000	-2.612754e+000
1.453682e+000	-2.615379e+000
1.452763e+000	-2.620024e+000
1.452012e+000	-2.622851e+000
1.451861e+000	-2.619216e+000
1.451953e+000	-2.612956e+000
1.451521e+000	-2.612351e+000
1.450902e+000	-2.613764e+000
1.450264e+000	-2.615379e+000
1.449532e+000	-2.618004e+000
1.448950e+000	-2.619014e+000
1.448443e+000	-2.619216e+000
1.447992e+000	-2.618812e+000
1.447635e+000	-2.617399e+000
1.447203e+000	-2.616793e+000
1.446902e+000	-2.614774e+000
1.446714e+000	-2.611543e+000
1.446001e+000	-2.613966e+000
1.445269e+000	-2.616591e+000
1.444574e+000	-2.618812e+000
1.443374e+000	-2.626485e+000
1.442493e+000	-2.630726e+000
1.442042e+000	-2.630322e+000
1.441441e+000	-2.631534e+000
1.441384e+000	-2.626889e+000
1.441832e+000	-2.616793e+000
1.442261e+000	-2.606898e+000
1.442335e+000	-2.600841e+000
1.441922e+000	-2.600033e+000
1.440965e+000	-2.605081e+000
1.439615e+000	-2.614370e+000
1.438191e+000	-2.624466e+000
1.437553e+000	-2.626082e+000
1.437158e+000	-2.625072e+000
1.436276e+000	-2.629313e+000
1.435657e+000	-2.630726e+000
1.436236e+000	-2.619216e+000
1.437284e+000	-2.602658e+000
1.437732e+000	-2.592561e+000
1.436757e+000	-2.597812e+000
1.435051e+000	-2.610937e+000
1.433870e+000	-2.618408e+000
1.432857e+000	-2.624062e+000
1.431638e+000	-2.631938e+000
1.430963e+000	-2.633957e+000
1.431036e+000	-2.627899e+000
1.431522e+000	-2.617399e+000
1.431483e+000	-2.612552e+000
1.431482e+000	-2.607302e+000
1.431443e+000	-2.602456e+000
1.430749e+000	-2.604677e+000
1.429605e+000	-2.611745e+000
1.428648e+000	-2.616793e+000
1.427898e+000	-2.619620e+000
1.427091e+000	-2.623053e+000
1.425798e+000	-2.631736e+000
1.425291e+000	-2.631938e+000
1.425383e+000	-2.625678e+000
1.425569e+000	-2.618408e+000
1.425605e+000	-2.612754e+000
1.425248e+000	-2.611341e+000
1.424329e+000	-2.615985e+000
1.423297e+000	-2.621841e+000
1.422771e+000	-2.622245e+000
1.421965e+000	-2.625678e+000
1.421102e+000	-2.629716e+000
1.420164e+000	-2.634563e+000
1.419152e+000	-2.640217e+000
1.419038e+000	-2.636178e+000
1.420141e+000	-2.619014e+000
1.421151e+000	-2.602860e+000
1.421244e+000	-2.596600e+000
1.420568e+000	-2.598619e+000
1.418956e+000	-2.610735e+000
1.417288e+000	-2.623457e+000
1.415807e+000	-2.634159e+000
1.414513e+000	-2.642842e+000
1.414306e+000	-2.639813e+000
1.414661e+000	-2.630726e+000
1.415127e+000	-2.620428e+000
1.415445e+000	-2.611745e+000
1.415518e+000	-2.605687e+000
1.415854e+000	-2.596802e+000
1.415721e+000	-2.592965e+000
1.414297e+000	-2.603062e+000
1.412816e+000	-2.613764e+000
1.411485e+000	-2.622851e+000
1.410247e+000	-2.630928e+000
1.409572e+000	-2.632947e+000
1.409121e+000	-2.632543e+000
1.409063e+000	-2.627899e+000
1.409306e+000	-2.620024e+000
1.409491e+000	-2.612754e+000
1.409265e+000	-2.609927e+000
1.408946e+000	-2.608110e+000
1.408570e+000	-2.606898e+000
1.407613e+000	-2.611947e+000
1.406413e+000	-2.619620e+000
1.406019e+000	-2.618610e+000
1.405568e+000	-2.618207e+000
1.404649e+000	-2.622851e+000
1.403880e+000	-2.625880e+000
1.403616e+000	-2.623457e+000
1.403727e+000	-2.616995e+000
1.403389e+000	-2.615379e+000
1.402544e+000	-2.619216e+000
1.401738e+000	-2.622649e+000
1.400969e+000	-2.625678e+000
1.400181e+000	-2.628909e+000
1.400011e+000	-2.625476e+000
1.400103e+000	-2.619216e+000
1.399877e+000	-2.616389e+000
1.399464e+000	-2.615581e+000
1.399649e+000	-2.608312e+000
1.399274e+000	-2.607100e+000
1.398149e+000	-2.613966e+000
1.396799e+000	-2.623255e+000
1.395842e+000	-2.628303e+000
1.395223e+000	-2.629716e+000
1.394922e+000	-2.627697e+000
1.395333e+000	-2.618004e+000
1.395294e+000	-2.613158e+000
1.394918e+000	-2.611947e+000
1.394355e+000	-2.612754e+000
1.393866e+000	-2.612754e+000
1.394108e+000	-2.604879e+000
1.393995e+000	-2.600841e+000
1.392851e+000	-2.607908e+000
1.391876e+000	-2.613158e+000
1.391313e+000	-2.613966e+000
1.390319e+000	-2.619418e+000
1.389025e+000	-2.628101e+000
1.388312e+000	-2.630524e+000
1.388198e+000	-2.626485e+000
1.388178e+000	-2.621437e+000
1.388364e+000	-2.614168e+000
1.388101e+000	-2.611745e+000
1.387406e+000	-2.613966e+000
1.386955e+000	-2.613562e+000
1.385643e+000	-2.622447e+000
1.384125e+000	-2.633553e+000
1.383711e+000	-2.632745e+000
1.383598e+000	-2.628707e+000
1.383184e+000	-2.627899e+000
1.383033e+000	-2.624264e+000
1.383313e+000	-2.615985e+000
1.383105e+000	-2.612956e+000
1.382617e+000	-2.612956e+000
1.381810e+000	-2.616389e+000
1.381022e+000	-2.619620e+000
1.380984e+000	-2.614774e+000
1.380870e+000	-2.610735e+000
1.379951e+000	-2.615379e+000
1.379219e+000	-2.618004e+000
1.378600e+000	-2.619418e+000
1.377344e+000	-2.627697e+000
1.376425e+000	-2.632341e+000
1.376536e+000	-2.625880e+000
1.376871e+000	-2.616995e+000
1.376964e+000	-2.610735e+000
1.376550e+000	-2.609927e+000
1.375594e+000	-2.614976e+000
1.374694e+000	-2.619418e+000
1.374130e+000	-2.620226e+000
1.373567e+000	-2.621033e+000
1.372629e+000	-2.625880e+000
1.372047e+000	-2.626889e+000
1.371391e+000	-2.628707e+000
1.370172e+000	-2.636582e+000
1.369627e+000	-2.637188e+000
1.369289e+000	-2.635572e+000
1.369044e+000	-2.632947e+000
1.369455e+000	-2.623255e+000
1.369978e+000	-2.612351e+000
1.369920e+000	-2.607706e+000
1.369095e+000	-2.611341e+000
1.368307e+000	-2.614572e+000
1.367706e+000	-2.615783e+000
1.366956e+000	-2.618610e+000
1.366037e+000	-2.623255e+000
1.365380e+000	-2.625072e+000
1.365173e+000	-2.622043e+000
1.364984e+000	-2.618812e+000
1.364402e+000	-2.619822e+000
1.364251e+000	-2.616187e+000
1.364081e+000	-2.612754e+000
1.363611e+000	-2.612552e+000
1.362842e+000	-2.615581e+000
1.362204e+000	-2.617197e+000
1.361210e+000	-2.622649e+000
1.360928e+000	-2.620428e+000
1.360608e+000	-2.618610e+000
1.359933e+000	-2.620629e+000
1.359613e+000	-2.618812e+000
1.359218e+000	-2.617803e+000
1.358505e+000	-2.620226e+000
1.358279e+000	-2.617399e+000
1.358315e+000	-2.611745e+000
1.358108e+000	-2.608716e+000
1.357863e+000	-2.606091e+000
1.357506e+000	-2.604677e+000
1.356924e+000	-2.605687e+000
1.355930e+000	-2.611139e+000
1.355105e+000	-2.614774e+000
1.354654e+000	-2.614370e+000
1.354315e+000	-2.612754e+000
1.353790e+000	-2.613158e+000
1.352908e+000	-2.617399e+000
1.352251e+000	-2.619216e+000
1.351875e+000	-2.618004e+000
1.351368e+000	-2.618207e+000
1.350093e+000	-2.626688e+000
1.349137e+000	-2.631736e+000
1.349079e+000	-2.627091e+000
1.349228e+000	-2.620226e+000
1.349245e+000	-2.614774e+000
1.349356e+000	-2.608312e+000
1.349261e+000	-2.604071e+000
1.348417e+000	-2.607908e+000
1.347442e+000	-2.613158e+000
1.346261e+000	-2.620629e+000
1.344986e+000	-2.629111e+000
1.344460e+000	-2.629514e+000
1.343878e+000	-2.630524e+000
1.343408e+000	-2.630322e+000
1.343501e+000	-2.624062e+000
1.343762e+000	-2.615985e+000
