scanstart [nm]: 0,000000



2279,355601	29183,904860	13,544984	-5508,124249
2279,068601	29168,577009	14,392900	-5523,452176
2278,484343	29168,577009	15,637169	-5559,217342
2277,949608	29166,022367	16,435605	-5571,990616
2277,266235	29171,131651	17,283613	-5587,318544
2276,582846	29176,240934	17,784867	-5584,763890
2275,750819	29189,014144	17,939369	-5564,326652
2275,612337	29166,022367	17,697577	-5523,452176
2274,829817	29176,240934	17,257655	-5472,359084
2274,294980	29173,686292	17,858112	-5474,913739
2273,809666	29168,577009	18,508141	-5480,023048
2273,126175	29173,686292	18,860957	-5469,804429
2272,541747	29173,686292	18,817481	-5439,148575
2271,610521	29191,568786	18,328170	-5385,500830
2271,471921	29168,577009	17,739809	-5326,743779
2270,639742	29181,350218	17,300100	-5275,650693
2270,253407	29171,131651	17,306286	-5247,549496
2269,470734	29181,350218	17,807907	-5244,994842
2268,737584	29189,014144	17,814154	-5216,893645
2268,103498	29191,568786	17,275486	-5160,691254
2267,419855	29196,678070	16,885470	-5112,152827
2267,182056	29178,795576	16,842268	-5081,496979
2266,696540	29173,686292	16,749556	-5048,286478
2266,111927	29173,686292	17,003657	-5032,958554
2265,477757	29176,240934	17,604572	-5035,513208
2264,794029	29181,350218	18,155977	-5035,513208
2263,961664	29194,123428	18,162467	-5007,412015
2263,674225	29178,795576	17,673583	-4953,764285
2262,990447	29183,904860	17,828756	-4933,327055
2262,554354	29176,240934	18,231661	-4925,663094
2261,672382	29191,568786	18,981379	-4935,881709
2261,236255	29183,904860	19,235724	-4920,553786
2260,651491	29183,904860	18,994694	-4879,679327
2260,116250	29181,350218	18,951857	-4849,023483
2259,382831	29189,014144	18,512726	-4797,930412
2258,748477	29191,568786	17,974544	-4741,728035
2258,510427	29173,686292	17,783177	-4703,408233
2257,677878	29186,459502	18,434026	-4708,517540
2257,043473	29189,014144	18,985826	-4708,517540
2256,557673	29183,904860	18,348685	-4647,205860
2255,923235	29186,459502	17,662034	-4583,339528
2255,338320	29186,459502	17,520358	-4547,574383
2254,852469	29181,350218	17,576873	-4522,027852
2254,267522	29181,350218	17,583879	-4493,926668
2253,583477	29186,459502	18,185401	-4496,481321
2252,800335	29196,678070	18,786952	-4499,035974
2252,215337	29196,678070	18,843589	-4473,489443
2251,531243	29201,787353	18,206690	-4412,177771
2251,243453	29186,459502	17,767983	-4361,084712
2250,658406	29186,459502	18,221034	-4355,975407
2250,073342	29186,459502	18,723655	-4353,420754
2249,438721	29189,014144	19,523550	-4366,194018
2248,705003	29196,678070	19,431746	-4332,983531
2248,070350	29199,232712	19,042731	-4284,445127
2247,881541	29178,795576	18,505124	-4228,242767
2247,147774	29186,459502	18,314330	-4189,922978
2246,810312	29173,686292	18,123566	-4151,603188
2245,828811	29194,123428	18,428237	-4138,829926
2245,342695	29189,014144	19,129261	-4146,493883
2244,707942	29191,568786	18,591805	-4090,291528
2244,023633	29196,678070	18,004838	-4031,534522
2243,587008	29189,014144	17,368361	-3970,222865
2242,853125	29196,678070	17,276859	-3937,012385
2242,565088	29181,350218	17,928493	-3942,121690
2241,831172	29189,014144	18,827860	-3960,004256
2241,295401	29186,459502	19,033690	-3942,121690
2240,511913	29196,678070	18,942308	-3908,911211
2240,223810	29181,350218	18,256471	-3845,044906
2239,539369	29186,459502	17,818366	-3793,951865
2238,953992	29186,459502	18,470180	-3799,061169
2238,269519	29191,568786	18,775241	-3786,287909
2237,585028	29196,678070	19,328035	-3786,287909
2236,751901	29209,451279	19,434994	-3763,296040
2236,513241	29191,568786	18,897958	-3707,093697
2235,630541	29206,896637	18,162790	-3640,672748
2235,391847	29189,014144	17,774436	-3592,134364
2235,202678	29168,577009	18,129217	-3581,915757
2234,072228	29196,678070	18,781271	-3587,025061
2233,239003	29209,451279	19,284733	-3584,470409
2232,703003	29206,896637	18,797417	-3530,822723
2232,266067	29199,232712	18,211050	-3472,065735
2231,829115	29191,568786	18,070577	-3436,300614
2231,441687	29181,350218	18,425538	-3426,082007
2230,608380	29194,123428	18,681448	-3410,754098
2230,270460	29181,350218	19,036468	-3400,535492
2229,437121	29194,123428	19,738301	-3408,199447
2228,801927	29196,678070	19,548437	-3369,879675
2228,315337	29191,568786	18,863198	-3306,013390
