scanstart [nm]: 0,000000



2262,983460	30080,662599	18,221715	-5633,225850
2262,349670	30083,217241	19,266940	-5658,772405
2261,567243	30093,435811	19,816790	-5658,772405
2261,230660	30080,662599	19,821727	-5630,671195
2260,844521	30070,444030	20,123937	-5617,897918
2260,111582	30078,107957	20,277556	-5597,460675
2259,675868	30070,444030	20,728450	-5592,351364
2258,645654	30093,435811	20,733510	-5564,250155
2258,308986	30080,662599	20,391817	-5518,266360
2257,625519	30085,771884	19,802454	-5459,509291
2256,991576	30088,326526	19,956228	-5439,072050
2256,605316	30078,107957	20,159574	-5421,189464
2256,219040	30067,889387	20,362950	-5403,306879
2255,436424	30078,107957	20,913141	-5403,306879
2254,901493	30075,553314	20,967958	-5377,760328
2254,267465	30078,107957	20,775103	-5339,440504
2253,682959	30078,107957	20,285037	-5285,792751
2253,197517	30072,998672	20,488567	-5267,910167
2252,563438	30075,553314	20,840751	-5257,691547
2252,177042	30065,334745	21,440667	-5260,246202
2251,344768	30078,107957	21,545209	-5237,254309
2250,859258	30072,998672	21,600242	-5211,707761
2250,076490	30083,217241	20,961739	-5150,396048
2249,690026	30072,998672	20,323267	-5089,084337
2249,055845	30075,553314	20,576554	-5073,756410
2248,322566	30083,217241	20,879412	-5060,983138
2247,886512	30075,553314	21,380463	-5058,428483
2246,855958	30098,545096	20,989816	-5009,890048
2246,320790	30095,990453	20,945983	-4979,234195
2245,785604	30093,435811	20,704019	-4938,359725
2245,349482	30085,771884	20,610707	-4905,149220
2244,715183	30088,326526	20,467886	-4869,384060
2244,625809	30062,780103	20,671878	-4851,501481
2243,991476	30065,334745	21,619008	-4871,938714
2242,861723	30093,435811	21,674440	-4846,392172
2242,475058	30083,217241	21,135418	-4790,189781
2241,840674	30085,771884	20,497345	-4728,878084
2241,652135	30065,334745	20,998734	-4726,323430
2241,017718	30067,889387	21,401072	-4718,659468
2240,234663	30078,107957	21,852981	-4713,550160
2239,600212	30080,662599	21,759976	-4680,339659
2238,817124	30090,881168	21,815623	-4654,793120
2238,281720	30088,326526	21,425436	-4606,254697
2237,994001	30072,998672	20,837118	-4547,497660
2237,260402	30080,662599	20,645155	-4509,177855
2236,724948	30078,107957	20,800005	-4488,740625
2235,991316	30085,771884	21,747533	-4509,177855
2235,208128	30095,990453	21,357499	-4460,639436
2234,573543	30098,545096	20,521632	-4389,109137
2234,137102	30090,881168	19,933498	-4330,352108
2233,700645	30083,217241	20,286662	-4320,133494
2233,313712	30072,998672	20,639857	-4309,914881
2232,629520	30078,107957	20,943543	-4297,141614
2231,895772	30085,771884	21,395880	-4292,032307
2231,211547	30090,881168	21,848247	-4286,923000
2230,675926	30088,326526	21,557539	-4243,493894
2230,140288	30085,771884	20,573294	-4164,299645
2229,604634	30083,217241	21,025753	-4159,190339
2229,118504	30078,107957	21,775485	-4169,408952
2228,533276	30078,107957	22,376626	-4171,963605
2227,898492	30080,662599	22,482393	-4148,971726
2227,164611	30088,326526	22,092786	-4100,433318
2226,529793	30090,881168	21,455508	-4039,121646
2225,795879	30098,545096	21,065962	-3990,583240
